qn1k,qn1a,numppl,qn1b,qn1c,qn1d,qn1f,qn1g,qn1h,qn1i,qn1jyear,qn1l,qn2a,qn2b,qn3a,qn3b,qn4a,qn4b,qn4c,qn4e,qn4j,qn20,qn24a,qn24b,qn25a,qn25b,qn25c,qn25d,qn28a,qn28b,cohort,ui_agect_arrival,ui_school,ui_emprate
1,2,5,5,2,55,2,2,96,40,2015,2,0,1,1, ,4,4,1,1, , ,1, ,1, , , ,2,2,3,4,0,3
1,3,5,2,1,24,2,14,96,40,2015,2,10,4,6,13,2,2,1,1, ,2,1, ,1, , , ,1,1,3,2,0,3
1,4,5,4,4,2,2,14,96,40,2015,2, , , , , , , , , , , , , , , , , , ,3,0, , 
1,5,5,4,4,0,2,14,96,40,2015,2, , , , , , , , , , , , , , , , , , ,3,0, , 
1,1,5,1,4,33,1,2,24,38,2011,2,16,6,1, ,2,2,2,1, , ,1, ,1, , , ,9,2,2,3,0,3
1,1,4,1,1,37,2,6,6,97,2015, ,18,4,2,2,4,2,2,2,1,1,1, ,1, , , ,1,1,3,3,0,1
1,2,4,2,1,998,1,6,6,97,2015,2, , , , , , , , , , , , , , , , , , ,3,999, , 
1,3,4,4,4,19,2,97,6,97,2015,2,16,1,1, ,4,2,1,1, , ,1, ,2,2,1,1,1,1,3,1,1,3
1,4,4,4,4,17,1,97,6,97,2015,2,14,1,1, ,4,2,1,1, , ,1, ,2,2,1,1,1,1,3,1,1,3
1,1,1,1,1,59,1,3,97,20,2015, ,4,2,8,97,4,3,1,1, , ,1, ,1, , , ,1,1,3,5,0,3
1,1,5,1,1,49,2,6,6,97,2014,2,98,1,5,6,4,4,1,2,2,1,2,4,1, , , ,1,1,2,4,0,1
1,2,5,5,4,27,2,6,6,97,2014, ,98,2,1, ,3,2,1,2,2,1,2,4,2,2,2,1,1,1,2,2,2,1
1,3,5,4,4,27,2,6,6,97,2014,2,98,98,1, ,3,2,1,2,2,1,2,3,2,2,7,1,1,1,2,2,7,1
1,4,5,4,4,998,2,6,6,97,2014,2, , , , , , , , , , , , , , , , , , ,2,999, , 
1,5,5,4,4,998,2,6,6,97,2014,2, , , , , , , , , , , , , , , , , , ,2,999, , 
1,1,5,1,1,41,1,10,10,1,2014, ,6,2,5,1,4,3,1,1, , ,1, ,1, , , ,1,1,2,3,0,2
1,2,5,2,1,32,2,10,10,1,2014,2,6,2,1, ,4,3,1,1, , ,1, ,1, , , ,1,1,2,3,0,3
1,3,5,4,4,16,2,10,10,1,2014,2,5,1,6,13,3,2,1,6, , ,1, ,2,2,1,1,1,1,2,1,1,3
1,4,5,4,4,15,2,10,10,1,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
1,5,5,4,4,14,1,10,10,1,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
1,1,3,1,4,27,2,6,6,97,2015, ,98,2,5,11,3,3,2,2,1,1,2,3,1, , , ,1,1,3,3,0,1
1,2,3,4,4,11,2,97,97,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
1,3,3,4,4,8,2,97,97,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
1,1,4,1,1,60,1,5,5,10,2013, ,12,6,2,5,3,2,2,1, ,1,1, ,1, , , ,2,1,2,5,0,1
1,2,4,2,1,58,2,5,5,10,2013,2,12,6,2,5,4,4,2,1, ,1,1, ,1, , , ,1,1,2,4,0,1
1,3,4,4,4,23,2,5,5,10,2013,2,12,5,6,96,4,1,2,2,1,1,1, ,2,2,2,1,1,1,2,2,2,1
1,4,4,2,4,19,1,5,5,10,2013,2,10,2,6,96,4,1,2,2,1,1,1, ,2,2,2,1,1,1,2,1,2,2
1,1,2,1,1,998,1,3,3,20,2015, ,3,2,1, ,4,4,1,1, , ,1, ,1, , , ,1,1,3,999,0,3
1,2,2,2,1,65,2,3,3,20,2015,2,98,1,1, ,4,4,1,1, , ,1, ,1, , , ,1,1,3,5,0,3
1,1,5,1,1,34,1,2,99,40,2011, ,12,5,8,5,3,2,2,1, ,99,2,1,1, , , ,1,1,1,3,0,1
1,2,5,2,1,29,2,2,99,40,2011,2,99,99,99,99,9,9,9,9,9, ,9, ,9, , , ,9,9,1,2,999,999
1,3,5,4,4,8,1,14,99,40,2011,2, , , , , , , , , , , , , , , , , , ,1,1, , 
1,5,5,6,4,29,1,2,99,40,2013,2,99,99,99,99,9,9,9,9,9, ,9, ,9, , , ,9,9,1,3,999,999
1,1,2,1,4,26,1,2,96,40,2012, ,10,4,4,10,3,2,1,1, ,98,1, ,1, , , ,1,1,1,2,0,1
1,2,2,6,4,20,1,14,96,40,2015,2,98,4,8,5,2,2,1,1, ,98,1, ,1, , , ,1,1,1,2,0,1
1,1,3,1,1,42,1,5,5,10,2014, ,12,5,5,7,3,3,2,1, ,98,1, ,1, , , ,1,1,2,3,0,2
1,2,3,2,1,33,2,5,5,10,2014,2,12,5,1, ,4,4,1,1, ,98,1, ,1, , , ,1,1,2,3,0,2
1,3,3,4,4,15,2,5,5,10,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
1,1,1,1,4,38,1,97,24,97,2011, ,12,5,3,12,3,2,2,2,1,1,1, ,1, , , ,1,1,1,3,0,1
1,1,4,1,1,39,1,3,3,20,2012, ,99,1,1, ,3,2,2,1, ,1,1, ,1, , , ,1,1,1,3,0,1
1,2,4,2,1,28,2,3,3,20,2012,2,5,2,1, ,3,2,1,1, ,96,1, ,1, , , ,1,1,1,2,0,3
1,3,4,4,7,2,1,24,24,20,2015,2, , , , , , , , , , , , , , , , , , ,1,0, , 
1,4,4,4,6,0,1,24,24,20,2015,2, , , , , , , , , , , , , , , , , , ,1,0, , 
1,1,1,1,4,43,1,97,97,97,2011, ,12,5,3,3,3,1,2,1, ,1,1, ,2,2,3,1,1,1,1,3,3,1
1,2,5,15,8,998,1,6,6,97, ,2, , , , , , , , , , , , , , , , , , ,3,999, , 
1,4,5,15,4,998,2,6,6,97, ,2, , , , , , , , , , , , , , , , , , ,3,999, , 
1,5,5,15,4,998,2,6,6,97, ,2, , , , , , , , , , , , , , , , , , ,3,999, , 
1,1,5,1,1,34,2,6,6,97,2015, ,10,5,1, ,4,3,2,2,2,1,2,3,1, , , ,1,1,3,3,0,1
1,2,5,4,4,16,1,97,6,97,2015,2,0,1,1, ,4,3,1,2,2, ,1, ,1, , , ,2,2,3,1,0,3
1,3,5,4,4,15,1,97,6,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
1,4,5,4,4,12,1,97,6,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
1,5,5,4,4,9,1,97,6,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
1,1,4,1,1,36,1,2,98,24,2011, ,15,6,8,5,3,2,2,1, ,99,1, ,1, , , ,1,1,1,3,0,1
1,2,4,2,1,37,2,2,98,24,2011,2,15,6,8,5,2,2,2,1, ,99,1, ,2,1, , ,1,1,1,3, ,1
1,3,4,4,4,6,2,14,98,24,2015,2, , , , , , , , , , , , , , , , , , ,1,1, , 
1,1,4,1,1,36,1,10,10,1,2013, ,17,4,5,7,3,2,1,1, ,1,1, ,1, , , ,2,1,2,3,0,1
1,2,4,2,1,33,2,10,10,1,2013,2,12,5,1, ,3,2,1,2,2,1,1, ,2,2,5,1,2,1,2,3,5,3
1,3,4,4,4,11,1,10,10,1,2013,2, , , , , , , , , , , , , , , , , , ,2,1, , 
1,4,4,4,4,6,1,10,10,1,2013,2, , , , , , , , , , , , , , , , , , ,2,1, , 
1,1,1,1,4,36,1,3,24,97,2012, ,10,5,4,97,4,3,1,1, ,1,2,1,1, , , ,1,1,2,3,0,1
1,1,1,1,4,37,1,3,24,20,2012, ,8,2,1, ,3,2,1,1, ,1,1, ,1, , , ,1,1,1,3,0,1
1,1,4,1,1,38,1,97,97,97,2011, ,11,5,1, ,4,3,1,1, ,1,1, ,1, , , ,1,1,1,3,0,1
1,2,4,2,1,36,2,97,97,97,2011,2,11,5,1, ,4,3,1,2,2,98,1, ,1, , , ,9,9,1,3,0,2
1,3,4,4,4,11,2,97,97,97,2011,2, , , , , , , , , , , , , , , , , , ,1,1, , 
1,4,4,4,4,19,2,97,97,97,2011,2,12,5,1, ,4,1,1,8,8,98,8, ,2,2,2,8,1,1,1,1,2,1
1,1,4,1,1,36,1,10,10,1,2014, ,20,6,1, ,2,2,1,1, ,1,1, ,1, , , ,1,1,2,3,0,1
1,2,4,2,1,35,2,10,10,1,2014,2,20,6,1, ,1,2,1,2,1,1,2,8,1, , , ,1,1,2,3,0,1
1,3,4,4,4,9,2,10,10,1,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
1,4,4,4,4,8,2,97,10,1,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
1,1,1,1,4,43,1,3,24,97,2014, ,6,2,5,1,2,3,1,1, ,1,1, ,1, , , ,1,1,3,4,0,1
1,1,1,1,4,23,1,20,24,97,2014, ,4,2,98,98,3,3,2,1, ,1,2,98,1, , , ,1,1,3,2,0,1
1,1,5,1,1,50,1,3,3,20,2011, ,14,1,1, ,4,4,1,1, ,1,1, ,1, , , ,1,1,1,4,0,1
1,2,5,2,1,39,2,3,3,20,2011,2,9,1,8,5,4,3,1,1, , ,1, ,1, , , ,2,2,1,3,0,3
1,3,5,4,7,20,1,3,3,20,2011,2,7,1,6,13,4,3,1,2,2, ,1, ,2,2,1,1,1,1,1,1,1,3
1,4,5,4,7,17,2,3,3,20,2011,2,5,1,6,13,4,3,1,2,2, ,1, ,2,2,1,2,1,1,1,1,1,3
1,5,5,4,7,14,1,20,3,20,2011,2, , , , , , , , , , , , , , , , , , ,1,1, , 
1,1,2,1,1,64,1,97,97,97,2015,2,15,6,4,1,4,3,1,2,2, ,1, ,1, , , ,2,2,3,5,0,3
1,2,2,2,1,61,2,97,97,97,2015, ,16,6,4,3,3,2,2,2,2,96,1, ,1, , , ,1,1,3,5,0,3
1,1,3,1,1,21,1,2,98,24,2011,2,15,6,6,13,2,1,1,1, ,1,1, ,1, , , ,1,1,1,1,0,1
1,2,3,5,1,56,1,2,2,24,2011, ,0,1,1, ,4,4,1,1, ,1,1, ,1, , , ,1,1,1,4,0,1
1,3,3,2,1,55,2,2,2,24,2011,2,0,1,1, ,4,4,1,1, ,4,1, ,1, , , ,1,1,1,4,0,1
1,1,4,1,1,31,1,2,99,24,2015, ,17,6,8,5,3,2,2,1, ,99,1, ,1, , , ,1,1,3,3,0,1
1,2,4,2,1,31,2,14,97,98,2015,2,98,99,1, ,3,3,1,1, ,99,1, ,1, , , ,1,2,3,3,0,1
1,3,4,4,4,6,2,14,98,98,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
1,4,4,6,4,998,2,2,98,24,2015,2, , , , , , , , , , , , , , , , , , ,3,999, , 
1,1,4,1,1,34,1,2,96,38,2011, ,12,5,8,5,3,2,1,1, ,98,1, ,1, , , ,1,1,1,3,0,1
1,2,4,2,1,29,2,2,96,38,2011,2,8,2,1, ,3,2,1,1, ,98,1, ,1, , , ,1,1,1,2,0,3
1,3,4,4,4,8,2,14,96,40,2011,2, , , , , , , , , , , , , , , , , , ,1,1, , 
1,4,4,4,4,3,1,24,96,97, ,1, , , , , , , , , , , , , , , , , , ,1,1, , 
1,1,3,1,1,32,1,10,10,1,2013, ,14,4,5,4,3,2,1,1, ,1,2,1,1, , , ,1,1,2,3,0,1
1,2,3,2,1,23,2,10,10,1,2014,2,12,5,1, ,3,2,1,1, , ,1, ,1, , , ,1,1,2,2,0,3
1,3,3,4,4,1,2,24,24,1,2015,2, , , , , , , , , , , , , , , , , , ,2,0, , 
1,1,3,1,1,29,1,16,16,97,2014, ,8,5,4,6,2,2,1,1, ,1,1, ,1, , , ,1,1,3,3,0,1
1,1,1,1,4,32,1,10,10,1,2012, ,14,5,1, ,4,2,1,1, ,1,1, ,1, , , ,1,1,1,3,0,1
1,1,4,1,1,998,1,3,3,20,2012, ,99,1,1, ,4,4,1,1, ,1,1, ,1, , , ,1,1,1,999,0,1
1,2,4,2,1,26,2,3,3,20,2015,2,4,1,1, ,4,4,1,1, , ,1, ,1, , , ,1,1,1,2,0,3
1,3,4,4,7,5,2,20,3,20,2015,2, , , , , , , , , , , , , , , , , , ,1,1, , 
1,4,4,4,7,0,2,24,3,20,2015,2, , , , , , , , , , , , , , , , , , ,1,0, , 
1,1,2,1,1,38,1,16,16,97,2013, ,9,5,5,1,3,2,2,1, ,1,2,8,1, , , ,1,1,2,3,0,1
1,2,2,2,1,41,2,16,16,97,2013,2,12,5,5,1,1,1,2,1, ,1,1, ,2,2,2,1,1,1,2,3,2,1
1,1,1,1,1,29,1,2,98,97,2011, ,14,6,6,5,2,2,2,6, ,5,1, ,2,2,3,1,1,1,1,2,3,1
1,1,4,1,1,38,2,6,6,97,2013, ,13,5,6,2,2,1,2,1, ,1,1, ,1, , , ,1,1,2,3,0,1
1,2,4,2,1,50,1,6,6,97,2013,2,18,7,1, ,2,2,1,1, ,1,1, ,1, , , ,1,1,2,4,0,1
1,3,4,4,4,13,1,97,98,97,2013,2, , , , , , , , , , , , , , , , , , ,2,1, , 
1,4,4,4,4,12,1,97,98,97,2013,2, , , , , , , , , , , , , , , , , , ,2,1, , 
1,1,3,1,1,50,1,2,98,24,2014, ,5,1,1, ,3,3,1,2,1, ,1, ,1, , , ,2,2,3,4,0,3
1,2,3,2,1,30,2,2,98,97,2014,2,10,2,1, ,3,2,1,2,1,98,1, ,1, , , ,1,1,3,3,0,1
1,3,3,4,4,2,1,14,98,97,2014,2, , , , , , , , , , , , , , , , , , ,3,0, , 
1,1,1,1,4,22,1,10,10,1,2015, ,12,5,6,13,2,2,1,2,2,1,1, ,1, , , ,1,1,3,2,0,1
1,1,2,1,1,29,1,2,96,40,2011, ,12,5,8,5,2,1,1,1, ,1,1, ,1, , , ,2,2,1,2,0,1
1,2,2,2,1,28,2,2,96,40,2011,2,12,5,8,5,2,1,1,1, ,2,1, ,1, , , ,2,2,1,2,0,1
1,1,3,1,5,34,1,16,24,97,2015, ,11,5,4,8,4,3,2,1, ,1,2,98,1, , , ,1,1,3,3,0,3
1,2,3,15,8,998,1,98,16,98,2015,1, , , , , , , , , , , , , , , , , , ,3,999, , 
1,1,1,1,1,0,1,97,97,97,2014, , , , , , , , , , , , , , , , , , , ,3,0, , 
1,1,3,1,1,32,1,2,98,24,2015, ,12,5,5,5,3,3,1,1, ,1,1, ,1, , , ,1,1,3,3,0,1
1,2,3,2,1,998,2,2,98,24,2015,2, , , , , , , , , , , , , , , , , , ,3,999, , 
1,3,3,4,4,8,1,14,98,24,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
1,1,4,1,1,28,1,2,96,38,2015, ,14,5,8,5,2,1,1,1, ,2,1, ,1, , , ,2,2,3,3,0,1
1,2,4,4,1,998,1,2,96,38, ,2, , , , , , , , , , , , , , , , , , ,3,999, , 
1,3,4,4,1,998,2,2,96,38, ,2, , , , , , , , , , , , , , , , , , ,3,999, , 
1,4,4,2,1,998,2,14,96,40,2015,2, , , , , , , , , , , , , , , , , , ,3,999, , 
1,1,5,1,1,52,1,10,10,1,2015, ,20,97,4,2,2,2,1,1, ,1,1, ,1, , , ,2,1,3,4,0,1
1,2,5,2,1,52,2,10,10,1,2015,2,17,7,1, ,2,2,1,2,1, ,1, ,2,1, , ,2,2,3,4, ,3
1,3,5,4,4,18,1,97,10,1,2015,2,10,2,6,13,1,1,1,6, , ,1, ,2,2,7,1,1,1,3,1,7,2
1,4,5,4,4,16,1,97,10,1,2015,2,9,2,6,13,1,1,1,6, , ,1, ,2,2,1,1,1,1,3,1,1,3
1,5,5,4,4,10,1,10,10,1,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
1,1,5,1,1,46,1,2,96,38,2015, ,0,1,8,4,4,3,1,1, ,2,1, ,1, , , ,2,2,3,4,0,1
1,2,5,2,1,39,2,2,96,38,2015,2,0,1,1, ,4,3,1,1, , ,1, ,1, , , ,2,2,3,3,0,3
1,3,5,4,4,18,1,14,96,38,2015,2,11,4,6,13,2,1,1,1, , ,1, ,2,2,2,1,1,1,3,1,2,3
1,4,5,4,4,15,1,14,96,38,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
1,5,5,4,4,10,1,14,96,38,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
1,1,2,1,4,27,1,16,16,97,2013, ,12,5,6,13,2,2,1,1, ,1,1, ,1, , , ,1,1,2,2,0,3
1,2,2,4,1,998,1,16,16,97,2013,2, , , , , , , , , , , , , , , , , , ,2,999, , 
1,1,3,1,4,26,1,2,96,38,2012, ,12,5,6,13,3,2,1,1, ,2,1, ,1, , , ,1,1,1,2,0,1
1,2,3,5,1,64,1,2,96,38,2012,2,0,1,4,11,4,4,1,1, , ,1, ,1, , , ,2,2,1,5,0,3
1,3,3,5,1,55,2,2,96,38,2012,2,0,1,1, ,4,4,1,1, , ,1, ,1, , , ,2,2,1,4,0,3
1,1,5,1,1,67,1,2,99,24,2014,2,0,1,1, ,4,4,1,1, , ,1, ,1, , , ,2,2,3,5,0,3
1,2,5,2,1,47,2,2,2,24,2014,2,0,1,1, ,4,4,1,1, , ,1, ,1, , , ,2,2,3,4,0,3
1,3,5,4,1,35,1,2,98,24,2015, ,10,2,4,11,3,3,8,1, ,99,1, ,1, , , ,1,1,3,3,0,1
1,4,5,9,1,998,2,2,98,24,2015,2, , , , , , , , , , , , , , , , , , ,3,999, , 
1,5,5,8,4,11,2,14,24,24,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
1,1,2,1,2,40,2,16,16,97,2014,2,0,1,6,6,4,2,1,1, ,1,1, ,1, , , ,1,1,2,3,0,1
1,2,2,6,4,23,2,16,16,97,2014, ,0,1,1, ,4,4,1,1, , ,1, ,1, , , ,2,2,2,2,0,3
1,1,3,1,1,50,1,3,3,20,2015, ,98,1,1, ,4,4,1,2,1,98,1, ,1, , , ,2,2,3,4,0,1
1,2,3,2,1,998,2,3,3,20,2015,2, , , , , , , , , , , , , , , , , , ,3,999, , 
1,3,3,4,7,17,1,3,3,20,2015,2,11,1,6,13,3,3,2,2,2, ,1, ,2,2,1,1,2,2,3,1,1,3
1,1,3,1,1,59,1,2,96,40,2012, ,0,1,1, ,4,4,1,2,2, ,1, ,1, , , ,2,2,1,4,0,3
1,2,3,4,4,998,1,2,96,38,2012,2, , , , , , , , , , , , , , , , , , ,1,999, , 
1,3,3,4,1,998,1,2,96,38,2012,2, , , , , , , , , , , , , , , , , , ,1,999, , 
1,1,2,1,1,47,1,2,2,24,2014, ,3,1,97,7,4,3,1,2,1,1,1, ,1, , , ,1,1,2,4,0,1
1,2,2,2,1,46,2,2,2,24,2014,2,0,1,1, ,4,3,1,2,2, ,1, ,1, , , ,2,1,2,4,0,3
1,1,3,1,1,71,1,10,10,97,2013, ,16,6,2,2,3,3,1,1, , ,1, ,1, , , ,2,2,2,5,0,3
1,2,3,2,1,61,2,10,10,97,2013,2,5,2,5,10,4,4,1,1, , ,1, ,1, , , ,1,1,2,5,0,3
1,3,3,4,4,29,2,10,10,97,2013,2,9,5,1, ,3,2,1,1, ,1,1, ,1, , , ,1,1,2,3,0,1
1,1,1,1,4,47,1,3,24,20,2013, ,8,2,1, ,4,3,1,1, ,1,1, ,1, , , ,1,1,2,4,0,2
1,1,5,1,5,75,1,3,3,20,2014, ,98,1,1, ,4,4,1,1, , ,1, ,1, , , ,2,2,2,5,0,3
1,2,5,4,1,46,1,3,3,20,2014,2,7,1,5,96,4,3,2,1, ,1,1, ,1, , , ,1,1,2,4,0,1
1,3,5,9,1,43,2,3,3,20,2014,2,10,1,5,96,4,3,1,1, ,2,1, ,1, , , ,1,1,2,4,0,3
1,4,5,8,7,11,2,20,98,20,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
1,5,5,8,7,9,2,20,98,20,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
1,1,5,1,1,44,1,10,10,1,2014, ,7,2,1, ,4,4,1,1, , ,1, ,1, , , ,2,2,2,4,0,3
1,2,5,2,1,43,2,10,10,1,2014,2,4,2,1, ,4,4,1,1, , ,1, ,1, , , ,2,2,2,4,0,3
1,3,5,4,4,16,1,10,10,1,2014,2,2,2,1, ,4,2,1,2,2, ,1, ,2,2,1,1,1,1,2,1,1,3
1,4,5,4,4,14,1,10,10,1,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
1,5,5,4,4,13,1,10,10,1,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
1,1,4,1,5,44,2,6,6,97,2015, ,9,2,5,6,4,3,2,2,2,96,1, ,1, , , ,2,2,3,4,0,3
1,2,4,4,4,19,2,6,6,97,2015,2,9,2,6,13,2,2,2,2,2,1,1, ,2,2,1,1,1,1,3,1,1,3
1,3,4,4,4,16,1,6,6,97,2015,2,8,1,1, ,2,1,2,2,2, ,1, ,2,2,1,1,1,2,3,1,1,3
1,4,4,8,4,4,2,97,6,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
1,1,1,1,1,52,1,3,3,97,2015, ,8,2,5,6,4,3,1,1, ,98,1, ,1, , , ,1,1,3,4,0,1
1,1,1,1,1,43,1,3,98,9,2015, ,0,1,8,8,3,3,1,8,1,98,2,1,1, , , ,1,1,3,4,0,1
1,2,3,3,7,25,1,3,3,9, ,1, , , , , , , , , , , , , , , , , , ,3,3, , 
1,1,1,1,4,47,1,5,5,10,2014, ,12,4,2,7,4,3,1,1, ,1,2,1,1, , , ,1,1,3,4,0,1
1,1,5,1,1,45,1,6,97,97,2015,2,98,6,97,10,2,1,2,2,2,98,8, ,1, , , ,1,1,3,4,0,1
1,2,5,2,1,43,2,6,97,97,2015,2,98,6,8,5,3,2,2,2,2,98,1, ,1, , , ,1,1,3,4,0,1
1,3,5,6,4,20,2,6,97,97,2015, ,10,2,6,13,2,1,2,1, ,98,1, ,2,2,6,2,1,1,3,2,6,3
1,4,5,6,4,23,1,6,97,97,2015,2,12,5,6,13,2,1,2,2,2,98,1, ,2,2,3,1,1,1,3,2,3,1
1,5,5,4,4,13,2,97,97,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
1,1,5,1,1,998,1,2,98,97,2011,2, , , , , , , , , , , , , , , , , , ,1,999, , 
1,2,5,6,4,45,1,2,98,97,2011, ,10,2,6,11,3,3,1,2,1,98,8, ,1, , , ,2,2,1,3,0,3
1,3,5,11,1,998,2,98,98,97,2011,2, , , , , , , , , , , , , , , , , , ,1,999, , 
1,4,5,11,4,998,1,14,98,97,2011,2, , , , , , , , , , , , , , , , , , ,1,999, , 
1,5,5,11,4,998,1,14,98,97,2011,2, , , , , , , , , , , , , , , , , , ,1,999, , 
1,1,4,1,1,49,2,97,97,97,2015, ,17,7,5,2,1,1,2,1, ,97,2,6,2,2,4,1,2,1,3,4,4,1
1,2,4,4,4,20,2,97,97,97,2015,2,12,97,6,13,1,1,2,1, ,97,2,1,2,2,7,1,2,1,3,2,7,1
1,3,4,4,4,18,2,97,97,97,2015,2,11,97,6,13,1,1,2,1, ,97,1, ,2,2,3,1,1,1,3,1,3,3
1,4,4,4,4,12,1,97,97,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
1,1,5,1,1,50,1,3,3,20,2013, ,4,1,5,11,4,3,1,1, ,1,2,99,1, , , ,1,1,2,4,0,1
1,2,5,2,1,47,2,3,3,20,2013,2,98,1,5,96,4,4,1,1, , ,1, ,1, , , ,2,2,2,4,0,3
1,4,5,4,4,21,1,20,3,20,2013,2,99,99,99,99,9,9,9,9,9, ,9, ,9, , , ,9,9,2,1,999,999
1,5,5,4,7,18,1,20,3,20,2013,2,99,99,99,99,9,9,9,9,9, ,9, ,9, , , ,9,9,2,1,999,999
1,1,4,1,1,29,1,6,6,97,2014,2,98,98,1, ,3,3,8,2,1,1,8, ,1, , , ,2,1,3,3,0,1
1,2,4,2,1,23,2,6,6,97,2014, ,6,1,1, ,4,3,1,2,1, ,1, ,1, , , ,2,2,3,2,0,2
1,3,4,4,4,3,1,97,6,97,2014,2, , , , , , , , , , , , , , , , , , ,3,0, , 
1,4,4,4,4,2,1,24,24,97,2015,1, , , , , , , , , , , , , , , , , , ,3,0, , 
1,1,5,1,4,27,1,6,6,97,2015, ,12,5,1, ,4,2,1,2,1,1,1, ,2,2,5,1,1,1,3,3,5,1
1,1,5,1,1,25,1,97,97,97,2015, ,15,6,4,2,3,3,2,2,2,5,2,32,1, , , ,1,1,3,2,0,1
1,2,5,2,1,23,2,97,97,97,2015,2,15,97,4,2,3,3,2,2,2, ,1, ,1, , , ,1,1,3,2,0,3
1,3,5,4,4,0,2,24,24,97,2015,1, , , , , , , , , , , , , , , , , , ,3,0, , 
1,4,5,5,1,52,1,97,97,97,2015,2,11,4,2,10,4,4,1,1, ,1,1, ,2,1, , ,1,1,3,4, ,3
1,5,5,6,4,13,2,97,97,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
1,1,3,1,1,47,1,2,96,38,2015, ,2,2,97,10,4,3,2,1, ,1,2,5,1, , , ,1,1,3,4,0,1
1,2,3,2,1,46,2,2,96,38,2015,2,0,1,97,10,4,4,2,1, , ,1, ,1, , , ,2,2,3,4,0,3
1,3,3,4,4,17,1,14,96,40,2015,2,10,4,6,13,3,2,1,1, ,2,1, ,2,2,1,1,1,1,3,1,1,3
1,1,5,1,1,53,1,16,16,97,2015,2,3,1,5,7,3,1,1,2,2, ,2,6,1, , , ,1,1,3,4,0,2
1,2,5,2,1,998,2,16,16,97,2015, ,0,1,5,10,4,3,1,2,1,1,1, ,1, , , ,1,1,3,999,0,1
1,3,5,4,4,17,2,16,16,97,2015,2,4,1,6,13,2,2,1,1, , ,1, ,2,2,2,1,1,1,3,1,2,3
1,4,5,4,4,14,1,16,16,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
1,5,5,4,4,13,1,16,16,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
1,1,5,1,1,32,1,20,98,20,2011, ,6,1,1, ,4,3,1,1, ,1,1, ,1, , , ,1,1,1,3,0,1
1,2,5,2,1,31,2,3,3,20,2011,2,1,1,1, ,4,4,1,1, , ,1, ,1, , , ,1,1,1,3,0,3
1,3,5,4,6,12,2,20,98,20,2011,2, , , , , , , , , , , , , , , , , , ,1,1, , 
1,4,5,4,6,9,1,20,98,20,2011,2, , , , , , , , , , , , , , , , , , ,1,1, , 
1,5,5,4,6,6,1,20,98,20,2011,2, , , , , , , , , , , , , , , , , , ,1,0, , 
1,1,5,1,1,44,2,16,16,97,2015,2,0,1,1, ,4,4,1,2,2,1,2,1,1, , , ,1,1,3,4,0,1
1,2,5,2,1,53,1,16,16,97,2015, ,14,5,97,2,1,1,2,1, ,1,1, ,2,2,7,1,1,1,3,4,7,1
1,3,5,10,1,74,2,16,16,97,2015,2,0,1,1, ,4,3,8,1, , ,1, ,1, , , ,2,2,3,5,0,3
1,4,5,4,4,16,2,97,16,97,2015,2,7,2,6,13,3,2,2,6, , ,1, ,2,2,2,1,1,1,3,1,2,3
1,5,5,4,4,14,2,97,16,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
1,4,5,4,4,6,2,97,16,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
1,1,1,1,4,32,1,3,24,97,2015, ,5,2,8,97,4,3,1,1, ,1,2,1,1, , , ,1,1,3,3,0,1
1,1,5,1,4,49,1,2,24,97,2011,1, , , , , , , , , , , , , , , , , , ,1,4, , 
1,2,5,3,4,37,2,2,96,97,2011, ,15,2,1, ,3,3,2,1, , ,1, ,1, , , ,1,1,1,3,0,3
1,3,5,4,4,19,2,14,96,97,2011,2,98,4,6,13,3,2,2,6, , ,1, ,2,8, , ,1,1,1,1, ,3
